,cust_id,income,Tier_income,age,Age_Group,years_with_bank,nbr_children,gender,marital_status,first_name,last_name,state_code,Region
491,1362970,30276,Low Middle,45,40-49,1,0,F ,1,Maud                                                        ,Dickens                                                     ,CA  ,West
492,1363235,25827,Low Middle,75,70-79,5,0,F ,2,Marjorie                                                    ,Bender                                                      ,TN  ,South
493,1363439,4184,Lowest,27,20-29,6,1,F ,2,Isabel                                                      ,Frost                                                       ,TX  ,South
494,1363031,52542,High Middle,35,30-39,5,3,M ,4,Hal                                                         ,Stanick                                                     ,CA  ,West
495,1362562,63532,High Middle,46,40-49,6,0,F ,1,Kimberly                                                    ,Raymond                                                     ,CA  ,West
496,1362623,15554,Low Middle,73,70-79,3,0,M ,2,Edgar                                                       ,Newton                                                      ,TX  ,South
497,1362827,6228,Lowest,84,80-89,4,0,F ,2,Jackie                                                      ,Jiang                                                       ,NY  ,Northeast
498,1362888,56266,High Middle,44,40-49,4,5,M ,3,Frank                                                       ,Kirchmer                                                    ,OR  ,West
499,1363296,7302,Lowest,19,10-19,4,0,F ,1,Hana                                                        ,O'Neil                                                      ,KS  ,Midwest
500,1363357,19041,Low Middle,38,30-39,8,3,M ,2,Anthony                                                     ,Meyer                                                       ,CA  ,West
501,1363092,6809,Lowest,60,60-69,0,0,F ,1,Edith                                                       ,Costello                                                    ,AZ  ,West
502,1362480,50890,High Middle,33,30-39,3,2,M ,2,Hans                                                        ,Beed                                                        ,NY  ,Northeast
503,1363153,0,,15,10-19,7,0,F ,1,Maredith                                                    ,Satyanarayan                                                ,CA  ,West
504,1362745,11410,Lowest,82,80-89,2,0,M ,2,Jon                                                         ,Dixit                                                       ,WI  ,Midwest
505,1362949,0,,16,10-19,1,0,M ,1,Scott                                                       ,Burger                                                      ,CA  ,West
506,1363214,8345,Lowest,19,10-19,4,0,F ,1,Polly                                                       ,Sweetnam                                                    ,CA  ,West
507,1362541,22362,Low Middle,63,60-69,3,0,M ,2,Jim                                                         ,Raco                                                        ,IL  ,Midwest
508,1363479,32728,Low Middle,53,50-59,3,0,M ,3,Jeremy                                                      ,Daleo                                                       ,NY  ,Northeast
509,1363010,4424,Lowest,18,10-19,3,0,M ,1,Dan                                                         ,Winton                                                      ,CO  ,West
510,1362602,31496,Low Middle,25,20-29,4,1,F ,3,Lily                                                        ,McKeighan                                                   ,CA  ,West
511,1362806,39382,Low Middle,24,20-29,3,1,M ,3,Randy                                                       ,McCarthy                                                    ,IL  ,Midwest
512,1363071,1565,Lowest,82,80-89,2,0,F ,2,Debbie                                                      ,Henderson                                                   ,TX  ,South
513,1363275,17773,Low Middle,37,30-39,7,3,F ,2,Julie                                                       ,Mealhouse                                                   ,MO  ,Midwest
514,1363336,33905,Low Middle,52,50-59,2,0,M ,2,Michel                                                      ,Pike                                                        ,MN  ,Midwest
515,1362663,29030,Low Middle,44,40-49,4,0,M ,1,Arnie                                                       ,Paloutzian                                                  ,TX  ,South
516,1362928,20691,Low Middle,44,40-49,4,0,M ,1,Jeff                                                        ,Williams                                                    ,NY  ,Northeast
517,1362520,58377,High Middle,49,40-49,2,4,F ,4,Heather                                                     ,Morton                                                      ,CA  ,West
518,1363193,30989,Low Middle,45,40-49,5,0,F ,1,Mayreen                                                     ,Mahlman                                                     ,NY  ,Northeast
519,1363458,22025,Low Middle,44,40-49,3,1,F ,2,Brenda                                                      ,King                                                        ,OR  ,West
520,1362785,43582,High Middle,42,40-49,2,5,F ,2,Elsie                                                       ,Bailey                                                      ,MO  ,Midwest
521,1363254,13317,Lowest,19,10-19,4,0,F ,1,Nora                                                        ,Green                                                       ,IL  ,Midwest
522,1362642,6909,Lowest,54,50-59,2,2,F ,3,Wendy                                                       ,Hood                                                        ,NY  ,Northeast
523,1362703,26886,Low Middle,34,30-39,4,0,F ,2,Christine                                                   ,Putnam                                                      ,CA  ,West
524,1363376,23883,Low Middle,75,70-79,5,0,M ,2,Tom                                                         ,Savage                                                      ,WI  ,Midwest
525,1363172,93060,Highest,50,50-59,0,0,M ,2,Stanley                                                     ,Meyer                                                       ,WI  ,Midwest
526,1362499,37180,Low Middle,65,60-69,5,0,M ,2,Lawrence                                                    ,Warner                                                      ,NY  ,Northeast
527,1362968,17110,Low Middle,68,60-69,8,0,F ,1,Nancy                                                       ,Hummel                                                      ,TX  ,South
528,1362764,25973,Low Middle,57,50-59,7,1,M ,2,Dale                                                        ,Holloway                                                    ,CA  ,West
529,1362825,10234,Lowest,18,10-19,3,0,F ,1,Darlene                                                     ,Hills                                                       ,CA  ,West
530,1363233,37438,Low Middle,62,60-69,2,0,M ,2,Andy                                                        ,Lennan                                                      ,NY  ,Northeast
531,1363294,29536,Low Middle,43,40-49,3,0,F ,2,Gloria                                                      ,Baker                                                       ,CA  ,West
532,1363029,0,,14,10-19,6,0,M ,1,Hans                                                        ,Hudson                                                      ,FL  ,South
533,1362682,29040,Low Middle,32,30-39,2,1,M ,2,Dick                                                        ,Masina                                                      ,CA  ,West
534,1362621,3303,Lowest,61,60-69,1,0,F ,3,Sally                                                       ,Yum                                                         ,AZ  ,West
535,1363416,14769,Lowest,31,30-39,1,3,F ,2,Jessica                                                     ,Gant                                                        ,CA  ,West
536,1363090,0,,16,10-19,1,0,F ,1,Karina                                                      ,Johnston                                                    ,TX  ,South
537,1363008,35117,Low Middle,57,50-59,7,1,F ,2,Inge                                                        ,Winton                                                      ,CO  ,West
538,1363355,13087,Lowest,22,20-29,1,0,M ,2,Thomas                                                      ,Milly                                                       ,MO  ,Midwest
539,1363130,16238,Low Middle,33,30-39,3,2,M ,4,Dan                                                         ,Gollwitzer                                                  ,KY  ,South
540,1362947,8048,Lowest,26,20-29,5,0,M ,1,Dick                                                        ,Hurlbut                                                     ,CA  ,West
541,1362722,44196,High Middle,30,30-39,0,1,F ,2,Emma                                                        ,Marxen                                                      ,NY  ,Northeast
542,1362743,11946,Lowest,60,60-69,0,0,F ,4,Debbie                                                      ,Lawrence                                                    ,TN  ,South
543,1363456,0,,17,10-19,2,0,F ,1,Alice                                                       ,Fernandez                                                   ,MD  ,South
544,1363212,9050,Lowest,65,60-69,5,0,F ,2,Joyce                                                       ,Keith                                                       ,OH  ,Midwest
545,1362579,17401,Low Middle,18,10-19,3,0,M ,1,Kyle                                                        ,Gins                                                        ,PA  ,Northeast
546,1362804,68039,High Middle,48,40-49,8,0,M ,1,Kyle                                                        ,Antoun                                                      ,FL  ,South
547,1362844,0,,17,10-19,2,0,M ,1,James                                                       ,Pauly                                                       ,MA  ,Northeast
548,1363069,11600,Lowest,18,10-19,3,0,M ,1,Larry                                                       ,Pauly                                                       ,IL  ,Midwest
549,1363313,19639,Low Middle,25,20-29,4,1,F ,2,Linda                                                       ,Barnhart                                                    ,TX  ,South
550,1363334,0,,17,10-19,2,0,F ,1,Chrisjan                                                    ,O'Neil                                                      ,MN  ,Midwest
551,1362701,38917,Low Middle,51,50-59,1,0,F ,2,Marylee                                                     ,Abernathy                                                   ,CA  ,West
552,1362661,19649,Low Middle,66,60-69,5,0,M ,2,Anthony                                                     ,Muller                                                      ,NY  ,Northeast
553,1363170,0,,17,10-19,2,0,F ,1,Eileen                                                      ,Kaufmann                                                    ,IL  ,Midwest
554,1362926,6479,Lowest,65,60-69,5,0,F ,2,Mamie                                                       ,Pieper                                                      ,OH  ,Midwest
555,1363435,12307,Lowest,29,20-29,8,1,M ,2,Johnson                                                     ,Reddy                                                       ,TN  ,South
556,1363395,14011,Lowest,29,20-29,8,2,F ,3,Minhhai                                                     ,Nishihara                                                   ,AZ  ,West
557,1362558,0,,15,10-19,7,0,M ,1,Dale                                                        ,Kaufmann                                                    ,CA  ,West
558,1363191,26112,Low Middle,36,30-39,6,0,M ,2,Matt                                                        ,Larson                                                      ,TN  ,South
559,1362823,43381,High Middle,48,40-49,8,0,M ,1,Sonya                                                       ,Milby                                                       ,PA  ,Northeast
560,1362783,16168,Low Middle,49,40-49,9,0,M ,1,Douglas                                                     ,Russell                                                     ,TX  ,South
561,1362680,8282,Lowest,73,70-79,3,0,F ,2,Mildred                                                     ,Michelson                                                   ,CA  ,West
562,1363252,0,,16,10-19,1,0,F ,1,Linda                                                       ,Hargett                                                     ,CA  ,West
563,1362741,7534,Lowest,61,60-69,1,0,F ,2,Vera                                                        ,Parsons                                                     ,PA  ,Northeast
564,1363048,43408,High Middle,40,40-49,0,4,F ,2,Mona                                                        ,Wollmann                                                    ,OK  ,South
565,1362537,0,,13,10-19,5,0,F ,1,Jennifer                                                    ,Sarabia                                                     ,NY  ,Northeast
566,1362640,3726,Lowest,71,70-79,1,0,F ,2,Shelley                                                     ,Justice                                                     ,AZ  ,West
567,1363006,4366,Lowest,61,60-69,1,0,F ,2,Julie                                                       ,Flynn                                                       ,TX  ,South
568,1363109,8997,Lowest,23,20-29,2,2,M ,2,Yuji                                                        ,Jacobsen                                                    ,TX  ,South
569,1363475,24815,Low Middle,32,30-39,2,2,M ,2,Peter                                                       ,Merritt                                                     ,OH  ,Midwest
570,1362905,11613,Lowest,39,30-39,5,2,F ,2,Rachel                                                      ,McLendon                                                    ,CA  ,West
571,1362598,49437,High Middle,47,40-49,7,2,F ,2,Susanne                                                     ,Hemler                                                      ,NC  ,South
572,1363374,6132,Lowest,21,20-29,0,0,M ,1,Chris                                                       ,Hughes                                                      ,OH  ,Midwest
573,1362863,0,,14,10-19,6,0,M ,1,Thomas                                                      ,Pieper                                                      ,CA  ,West
574,1362497,0,,14,10-19,6,0,M ,1,Thomas                                                      ,McMillen                                                    ,TX  ,South
575,1363332,58217,High Middle,55,50-59,3,2,F ,2,Winifred                                                    ,O'Neil                                                      ,MN  ,Midwest
576,1362966,11041,Lowest,83,80-89,3,0,F ,2,Amy                                                         ,Marshall                                                    ,TX  ,South
577,1363128,4187,Lowest,19,10-19,4,0,F ,1,Cheryl                                                      ,Paul                                                        ,VA  ,South
578,1362619,32152,Low Middle,32,30-39,2,0,F ,2,Becky                                                       ,Drake                                                       ,TX  ,South
579,1362720,18806,Low Middle,19,10-19,4,0,M ,1,Dyan                                                        ,Schimmelpfennig                                             ,IL  ,Midwest
580,1363088,28975,Low Middle,54,50-59,4,2,M ,2,Johnson                                                     ,Johnston                                                    ,TX  ,South
581,1362985,11485,Lowest,70,70-79,0,0,F ,2,Shelley                                                     ,Cole                                                        ,IN  ,Midwest
582,1363353,39832,Low Middle,58,50-59,6,0,M ,1,Ward                                                        ,Maresco                                                     ,IL  ,Midwest
583,1363454,8120,Lowest,65,60-69,5,0,F ,4,Kitty                                                       ,Baker                                                       ,NY  ,Northeast
584,1362945,13901,Lowest,76,70-79,6,0,F ,2,Beatrice                                                    ,Kaufmann                                                    ,NY  ,Northeast
585,1362577,86055,Highest,50,50-59,0,2,M ,3,Edward                                                      ,Gins                                                        ,PA  ,Northeast
586,1363414,25869,Low Middle,54,50-59,4,1,F ,4,Vivian                                                      ,Quinn                                                       ,OH  ,Midwest
587,1363046,9307,Lowest,41,40-49,1,0,F ,1,Josephine                                                   ,Ross                                                        ,CA  ,West
588,1363210,19891,Low Middle,70,70-79,0,0,M ,4,Roberto                                                     ,Hills                                                       ,LA  ,South
589,1363311,54734,High Middle,50,50-59,0,0,M ,2,Anthony                                                     ,Kemper                                                      ,CA  ,West
590,1363271,7467,Lowest,41,40-49,1,0,F ,1,Becky                                                       ,Huff                                                        ,TX  ,South
591,1362903,29570,Low Middle,49,40-49,3,0,F ,1,Debby                                                       ,McCormick                                                   ,TX  ,South
592,1363067,22721,Low Middle,53,50-59,2,2,F ,2,Maggie                                                      ,Pauly                                                       ,IL  ,Midwest
593,1362699,23476,Low Middle,19,10-19,4,0,M ,1,Joachim                                                     ,Grolemund                                                   ,TX  ,South
594,1362659,0,,14,10-19,6,0,M ,1,Meltem                                                      ,Park                                                        ,MI  ,Midwest
595,1363168,94123,Highest,51,50-59,1,2,M ,2,Vuong                                                       ,Kaufmann                                                    ,IL  ,Midwest
596,1362924,4804,Lowest,74,70-79,4,0,M ,2,Ed                                                          ,Osterberg                                                   ,MD  ,South
597,1363433,6576,Lowest,45,40-49,5,0,M ,1,Eric                                                        ,Panfilov                                                    ,NM  ,West
598,1363393,0,,16,10-19,1,0,F ,1,Patricia                                                    ,Insko                                                       ,NY  ,Northeast
599,1362556,56088,High Middle,46,40-49,6,0,M ,1,Bob                                                         ,McCracken                                                   ,NC  ,South
600,1362516,29417,Low Middle,33,30-39,3,3,M ,4,Ellis                                                       ,Carter                                                      ,OK  ,South
601,1363025,0,,14,10-19,6,0,F ,1,Pamela                                                      ,McLernon                                                    ,IN  ,Midwest
602,1362781,31013,Low Middle,31,30-39,1,0,M ,1,Carlo                                                       ,Morgan                                                      ,NC  ,South
603,1363494,26848,Low Middle,67,60-69,1,0,F ,2,Connie                                                      ,Reynolds                                                    ,TX  ,South
604,1363250,39754,Low Middle,57,50-59,7,2,M ,2,Greg                                                        ,Hargett                                                     ,CA  ,West
605,1363290,0,,15,10-19,0,0,F ,1,Amelia                                                      ,Quine                                                       ,CA  ,West
606,1362638,7008,Lowest,40,40-49,0,1,F ,4,Denise                                                      ,Koehler                                                     ,CA  ,West
607,1362882,44071,High Middle,39,30-39,9,3,F ,2,Jacqueline                                                  ,Osterberg                                                   ,IL  ,Midwest
608,1363107,20184,Low Middle,41,40-49,1,0,F ,1,Sandra                                                      ,Nash                                                        ,FL  ,South
609,1363351,0,,15,10-19,7,0,F ,1,Jane                                                        ,Cassidy                                                     ,MA  ,Northeast
610,1362964,5779,Lowest,79,70-79,9,0,F ,2,Jan                                                         ,Bockler                                                     ,WI  ,Midwest
611,1363147,20870,Low Middle,48,40-49,8,5,F ,2,Margaret                                                    ,Satyanarayan                                                ,CA  ,West
612,1362760,43691,High Middle,68,60-69,8,0,M ,2,Jerry                                                       ,Song                                                        ,CA  ,West
613,1363208,2701,Lowest,70,70-79,0,0,F ,2,Patti                                                       ,Garrison                                                    ,IL  ,Midwest
614,1363229,7701,Lowest,25,20-29,4,1,M ,2,Hugh                                                        ,Navarre                                                     ,KY  ,South
615,1363004,19319,Low Middle,24,20-29,3,0,M ,2,Fred                                                        ,Williams                                                    ,TX  ,South
616,1362821,7826,Lowest,18,10-19,3,0,M ,1,Chris                                                       ,Eggerman                                                    ,IL  ,Midwest
617,1362596,0,,15,10-19,0,0,F ,1,Katy                                                        ,Lanzante                                                    ,TX  ,South
618,1362617,13781,Lowest,50,50-59,0,0,F ,2,Daniel                                                      ,Levy                                                        ,AZ  ,West
619,1362861,0,,13,10-19,5,0,F ,1,Neil                                                        ,Pieper                                                      ,CA  ,West
620,1363086,0,,16,10-19,1,0,F ,1,Debby                                                       ,Garcon                                                      ,OK  ,South
621,1362718,50980,High Middle,51,50-59,1,1,M ,2,Earick                                                      ,Schimmelpfennig                                             ,IL  ,Midwest
622,1362535,26548,Low Middle,46,40-49,5,4,F ,4,Kyle                                                        ,Sarabia                                                     ,NY  ,Northeast
623,1363187,46712,High Middle,47,40-49,7,3,F ,3,Nikki                                                       ,Gins                                                        ,CA  ,West
624,1363269,44307,High Middle,53,50-59,3,1,M ,2,Parvadha                                                    ,Carpenter                                                   ,TX  ,South
625,1363452,20926,Low Middle,70,70-79,0,0,M ,4,Ronald                                                      ,Marsicano                                                   ,NY  ,Northeast
626,1362657,27946,Low Middle,39,30-39,8,0,F ,1,Renee                                                       ,Helfer                                                      ,CA  ,West
627,1363044,15895,Low Middle,46,40-49,6,1,F ,2,Karen                                                       ,O'Connell                                                   ,DC  ,South
628,1363126,58749,High Middle,50,50-59,0,2,F ,2,Connie                                                      ,Paul                                                        ,VA  ,South
629,1363309,16718,Low Middle,23,20-29,2,1,F ,2,Lorelle                                                     ,Simone                                                      ,NY  ,Northeast
630,1363391,15744,Low Middle,50,50-59,0,2,F ,2,Annavictoria                                                ,Insko                                                       ,NY  ,Northeast
631,1362697,5848,Lowest,83,80-89,3,0,F ,1,Carolyn                                                     ,Larsen                                                      ,FL  ,South
632,1362983,0,,15,10-19,7,0,M ,1,Benny                                                       ,Reagan                                                      ,IL  ,Midwest
633,1363166,26138,Low Middle,65,60-69,5,0,F ,2,Rosalynn                                                    ,Ross                                                        ,MO  ,Midwest
634,1363248,7154,Lowest,65,60-69,5,0,M ,2,Josh                                                        ,Raphael                                                     ,OH  ,Midwest
635,1362758,11982,Lowest,33,30-39,3,0,F ,1,June                                                        ,Klindt                                                      ,TN  ,South
636,1362636,10250,Lowest,69,60-69,9,0,M ,1,Carl                                                        ,Mathews                                                     ,DC  ,South
637,1363023,31379,Low Middle,41,40-49,1,2,F ,2,Judith                                                      ,McLernon                                                    ,IN  ,Midwest
638,1363370,6700,Lowest,23,20-29,2,0,M ,1,Les                                                         ,Simpson                                                     ,NY  ,Northeast
639,1363492,142274,Highest,54,50-59,4,0,M ,3,Erin                                                        ,Cusmano                                                     ,TX  ,South
640,1362962,2858,Lowest,83,80-89,3,0,M ,4,Sam                                                         ,Lawrence                                                    ,CA  ,West
641,1362880,0,,13,10-19,5,0,M ,1,Stanley                                                     ,Huff                                                        ,OR  ,West
642,1363227,14959,Lowest,21,20-29,0,0,M ,1,John                                                        ,Saunders                                                    ,NY  ,Northeast
643,1363349,7617,Lowest,43,40-49,3,2,M ,2,Andy                                                        ,Cassidy                                                     ,MA  ,Northeast
644,1363288,41064,High Middle,55,50-59,5,1,F ,2,Veronica                                                    ,Quine                                                       ,CA  ,West
645,1362737,43710,High Middle,31,30-39,1,2,F ,3,Diana                                                       ,Baird                                                       ,NY  ,Northeast
646,1363084,34791,Low Middle,52,50-59,2,2,F ,2,Clara                                                       ,Garcon                                                      ,OK  ,South
647,1363206,42031,High Middle,32,30-39,2,0,F ,1,Laura                                                       ,Rohr                                                        ,CA  ,West
648,1362676,7230,Lowest,62,60-69,2,0,M ,2,Daniel                                                      ,Meis                                                        ,MN  ,Midwest
649,1363471,30015,Low Middle,30,30-39,0,2,M ,2,Norm                                                        ,Moxim                                                       ,FL  ,South
650,1363145,6390,Lowest,41,40-49,1,0,M ,2,Kyeung-Chul                                                 ,Gavin                                                       ,NJ  ,Northeast
651,1362594,69205,High Middle,53,50-59,3,2,M ,2,Quinn                                                       ,Lanzante                                                    ,TX  ,South
652,1362941,18377,Low Middle,36,30-39,6,2,F ,2,Alice                                                       ,Russell                                                     ,TX  ,South
653,1362859,44592,High Middle,43,40-49,3,4,M ,2,Drew                                                        ,Pieper                                                      ,CA  ,West
654,1363410,28518,Low Middle,31,30-39,1,2,M ,3,Edwin                                                       ,Bender                                                      ,AZ  ,West
655,1363328,18466,Low Middle,31,30-39,1,2,M ,3,Roy                                                         ,Hedegard                                                    ,OK  ,South
656,1363002,40795,High Middle,66,60-69,6,0,F ,2,Debbie                                                      ,Sands                                                       ,NY  ,Northeast
657,1362920,5781,Lowest,80,80-89,0,0,F ,1,Claudia                                                     ,Harrison                                                    ,PA  ,Northeast
658,1363267,84184,Highest,37,30-39,7,0,M ,1,Andy                                                        ,Jordan                                                      ,TX  ,South
659,1362716,36761,Low Middle,55,50-59,5,1,M ,2,George                                                      ,Reidy                                                       ,NY  ,Northeast
660,1363389,1814,Lowest,18,10-19,3,0,F ,1,Darrin                                                      ,Funke                                                       ,MI  ,Midwest
661,1363185,7353,Lowest,19,10-19,4,0,M ,1,Wisam                                                       ,Marxen                                                      ,OH  ,Midwest
662,1362512,15432,Low Middle,62,60-69,2,0,F ,1,Vivian                                                      ,Gay                                                         ,CA  ,West
663,1362777,21746,Low Middle,30,30-39,0,3,F ,4,Francine                                                    ,Johnson                                                     ,CA  ,West
664,1362981,16276,Low Middle,40,40-49,0,3,F ,4,Amanda                                                      ,Reagan                                                      ,IL  ,Midwest
665,1362573,40798,High Middle,36,30-39,6,2,M ,2,Carlo                                                       ,Lerma                                                       ,NY  ,Northeast
666,1363450,4859,Lowest,29,20-29,8,1,F ,4,Jill                                                        ,Conroy                                                      ,CA  ,West
667,1363042,0,,14,10-19,6,0,M ,1,Douglas                                                     ,Cooper                                                      ,NY  ,Northeast
668,1362838,21460,Low Middle,53,50-59,2,0,F ,2,Tina                                                        ,Harrington                                                  ,AZ  ,West
669,1362899,43715,High Middle,33,30-39,3,2,F ,2,Paulina                                                     ,Tragarz                                                     ,IL  ,Midwest
670,1363307,2684,Lowest,26,20-29,2,0,F ,1,Rita                                                        ,Conway                                                      ,IL  ,Midwest
671,1363164,24300,Low Middle,47,40-49,7,0,M ,1,Fred                                                        ,See                                                         ,NY  ,Northeast
672,1363103,44307,High Middle,33,30-39,3,3,M ,2,Ali                                                         ,Hemler                                                      ,CA  ,West
673,1363490,0,,15,10-19,7,0,F ,1,Grace                                                       ,Campbell                                                    ,HI  ,West
674,1362960,57642,High Middle,59,50-59,9,1,M ,2,Miles                                                       ,Finley                                                      ,NC  ,South
675,1362613,7005,Lowest,77,70-79,7,0,F ,3,Elsie                                                       ,Song                                                        ,TX  ,South
676,1363429,13058,Lowest,27,20-29,6,2,F ,2,Monica                                                      ,Murray                                                      ,TX  ,South
677,1363082,36464,Low Middle,32,30-39,2,0,M ,1,Rich                                                        ,Harrold                                                     ,TX  ,South
678,1362552,8005,Lowest,33,30-39,3,2,F ,3,Angela                                                      ,Atkinson                                                    ,CA  ,West
679,1362878,9848,Lowest,42,40-49,2,2,F ,2,Lana                                                        ,Huff                                                        ,OR  ,West
680,1362817,8259,Lowest,29,20-29,8,2,M ,4,Bruce                                                       ,Sands                                                       ,CO  ,West
681,1363347,0,,15,10-19,0,0,M ,1,Dale                                                        ,Sandham                                                     ,AZ  ,West
682,1363286,8423,Lowest,38,30-39,4,0,F ,2,Judith                                                      ,Michael                                                     ,OH  ,Midwest
683,1362939,47267,High Middle,54,50-59,4,1,M ,4,Kevin                                                       ,Woolf                                                       ,NY  ,Northeast
684,1362674,0,,16,10-19,1,0,M ,1,Forrest                                                     ,Powers                                                      ,TX  ,South
685,1362735,16986,Low Middle,40,40-49,0,0,F ,1,Lillian                                                     ,Carrington                                                  ,NJ  ,Northeast
686,1363408,36603,Low Middle,65,60-69,5,0,M ,2,Dick                                                        ,Greene                                                      ,NY  ,Northeast
687,1363204,23294,Low Middle,51,50-59,1,1,F ,2,Kristy                                                      ,Mealhouse                                                   ,IL  ,Midwest
688,1362531,44742,High Middle,31,30-39,1,2,F ,2,Cinda                                                       ,Mennel                                                      ,IL  ,Midwest
689,1363469,0,,17,10-19,2,0,F ,1,Ida                                                         ,Gardner                                                     ,KY  ,South
690,1362796,18663,Low Middle,39,30-39,9,3,M ,2,Mike                                                        ,McCreary                                                    ,WA  ,West
691,1362592,65024,High Middle,43,40-49,3,0,F ,2,Colin                                                       ,Reynolds                                                    ,OH  ,Midwest
692,1363265,24843,Low Middle,61,60-69,1,0,M ,2,Drew                                                        ,Hoyer                                                       ,NY  ,Northeast
693,1363326,75890,High Middle,40,40-49,0,0,M ,3,Ken                                                         ,Cox                                                         ,CA  ,West
694,1362857,8088,Lowest,84,80-89,4,0,M ,1,Mahesh                                                      ,Besecker                                                    ,WI  ,Midwest
695,1362918,17174,Low Middle,81,80-89,1,0,M ,2,Walter                                                      ,Gavin                                                       ,CA  ,West
696,1362653,31641,Low Middle,47,40-49,7,2,F ,2,Janice                                                      ,Olszewski                                                   ,TX  ,South
697,1363387,4247,Lowest,55,50-59,5,1,F ,2,Tammy                                                       ,Funke                                                       ,MI  ,Midwest
698,1362714,14458,Lowest,49,40-49,9,0,F ,2,Charlotte                                                   ,Henry                                                       ,IN  ,Midwest
699,1363183,46870,High Middle,59,50-59,9,0,M ,2,Bill                                                        ,Madden                                                      ,CA  ,West
700,1362510,10800,Lowest,89,80-89,9,0,F ,2,Lynn                                                        ,Larson                                                      ,IN  ,Midwest
701,1362775,12072,Lowest,69,60-69,9,0,F ,2,Lisa                                                        ,Nolan                                                       ,TN  ,South
702,1362979,12664,Lowest,55,50-59,5,1,F ,4,Kitty                                                       ,Sandell                                                     ,IL  ,Midwest
703,1363244,20218,Low Middle,34,30-39,4,2,F ,2,Edith                                                       ,Gavin                                                       ,TN  ,South
704,1363448,27239,Low Middle,57,50-59,7,0,M ,1,DeWayne                                                     ,Ferguson                                                    ,CA  ,West
705,1363040,38803,Low Middle,41,40-49,1,2,M ,2,Richard                                                     ,Cooper                                                      ,NY  ,Northeast
706,1362571,6108,Lowest,19,10-19,4,0,M ,1,Rolf                                                        ,Lawrence                                                    ,NM  ,West
707,1362632,49863,High Middle,55,50-59,5,0,M ,2,David                                                       ,MacMullen                                                   ,TX  ,South
708,1362836,5920,Lowest,66,60-69,6,0,F ,3,Jane                                                        ,McConahay                                                   ,TN  ,South
709,1362897,0,,17,10-19,2,0,M ,1,Anthony                                                     ,McSherry                                                    ,NY  ,Northeast
710,1363305,23731,Low Middle,22,20-29,1,0,M ,2,Les                                                         ,Petersen                                                    ,AZ  ,West
711,1363366,62234,High Middle,30,30-39,0,3,F ,2,Molly                                                       ,Shaw                                                        ,NY  ,Northeast
712,1363101,52903,High Middle,40,40-49,0,0,F ,3,Nellie                                                      ,Arnold                                                      ,TX  ,South
713,1362489,55888,High Middle,35,30-39,5,2,F ,3,Inge                                                        ,Cassidy                                                     ,TN  ,South
714,1362693,2620,Lowest,22,20-29,1,0,M ,1,Doug                                                        ,Rebelo                                                      ,PA  ,Northeast
715,1362754,12158,Lowest,35,30-39,5,3,F ,4,Sue                                                         ,Perkins                                                     ,CA  ,West
716,1363427,83366,Highest,46,40-49,6,0,F ,1,Rita                                                        ,Burtin                                                      ,NY  ,Northeast
717,1363223,24368,Low Middle,33,30-39,3,3,F ,2,Marylee                                                     ,Murray                                                      ,NJ  ,Northeast
718,1362550,0,,15,10-19,0,0,M ,1,Parvadha                                                    ,O'Malley                                                    ,NY  ,Northeast
719,1362611,24115,Low Middle,48,40-49,8,1,F ,2,Caroline                                                    ,Puente                                                      ,TX  ,South
720,1363019,32581,Low Middle,33,30-39,3,2,F ,2,Diana                                                       ,Sakai                                                       ,AZ  ,West
721,1363080,0,,13,10-19,5,0,F ,1,Evelyn                                                      ,McVicker                                                    ,HI  ,West
722,1362815,0,,17,10-19,2,0,M ,1,Marty                                                       ,Eubanks                                                     ,IL  ,Midwest
723,1363345,54713,High Middle,55,50-59,5,1,F ,2,Elias                                                       ,Sandham                                                     ,AZ  ,West
724,1363284,36614,Low Middle,38,30-39,5,1,M ,4,Robin                                                       ,Endicott                                                    ,FL  ,South
725,1362937,46461,High Middle,52,50-59,2,1,M ,2,Don                                                         ,Fitzgerald                                                  ,TX  ,South
726,1362876,15139,Low Middle,63,60-69,3,0,M ,2,Danny                                                       ,McLaughlin                                                  ,AL  ,South
727,1362590,2466,Lowest,62,60-69,2,0,M ,1,Arthur                                                      ,Simpson                                                     ,IN  ,Midwest
728,1362672,16319,Low Middle,50,50-59,0,1,F ,2,Norma                                                       ,Powers                                                      ,TX  ,South
729,1363059,24744,Low Middle,30,30-39,0,0,F ,1,Vivian                                                      ,Garner                                                      ,CA  ,West
730,1363141,18920,Low Middle,51,50-59,1,0,F ,1,Norma                                                       ,Crosby                                                      ,MO  ,Midwest
731,1363385,2314,Lowest,88,80-89,8,0,F ,2,Kimberly                                                    ,Stull                                                       ,OK  ,South
732,1362529,43829,High Middle,43,40-49,3,0,F ,1,Charlotte                                                   ,Harper                                                      ,KY  ,South
733,1362508,9802,Lowest,66,60-69,6,0,F ,3,Pat                                                         ,Hays                                                        ,MO  ,Midwest
734,1362998,0,,17,10-19,2,0,F ,1,Sheila                                                      ,Johnson                                                     ,PA  ,Northeast
735,1363242,4431,Lowest,62,60-69,2,0,M ,3,Jon                                                         ,Klein                                                       ,PA  ,Northeast
736,1363467,29521,Low Middle,48,40-49,4,0,F ,1,Linda                                                       ,Schnack                                                     ,NY  ,Northeast
