,cust_id,income,Tier_income,age,Age_Group,nbr_children,gender,marital_status,first_name,last_name,state_code,Region,acct_type,account_active,starting_balance,ending_balance,money_spent
939,1363073,11821,Lowest,29,19-29,0,M ,2,Walter                                                      ,McCreary                                                    ,CA  ,West,CK  ,Y,2804.23,125.9,2678.33
940,1363399,1591,Lowest,25,19-29,0,M ,1,Glenn                                                       ,Hills                                                       ,CA  ,West,CK  ,Y,1268.66,548.29,720.3700000000001
941,1363399,1591,Lowest,25,19-29,0,M ,1,Glenn                                                       ,Hills                                                       ,CA  ,West,CC  ,Y,428.31,0.0,428.31
943,1362991,21657,Lowest,49,40-49,0,F ,1,April                                                       ,Richards                                                    ,TX  ,South,CK  ,Y,177.38,77.44,99.94
949,1362726,14141,Lowest,18,10-18,0,M ,1,Carlos                                                      ,Center                                                      ,MO  ,Midwest,CK  ,Y,180.28,13.37,166.91
950,1362726,14141,Lowest,18,10-18,0,M ,1,Carlos                                                      ,Center                                                      ,MO  ,Midwest,CC  ,Y,1836.21,918.66,917.5500000000001
956,1363317,18176,Lowest,68,60-69,0,F ,4,Lori                                                        ,Hu                                                          ,AZ  ,West,CK  ,Y,280.79,269.76,11.03000000000003
957,1363317,18176,Lowest,68,60-69,0,F ,4,Lori                                                        ,Hu                                                          ,AZ  ,West,CC  ,Y,1046.09,307.6,738.4899999999999
962,1362909,98566,Upper Middle,43,40-49,1,F ,3,Phyllis                                                     ,Knowles                                                     ,IL  ,Midwest,CC  ,Y,4000.22,54.09,3946.1299999999997
967,1362705,27635,Lower Middle,40,40-49,2,F ,4,Yuki                                                        ,Dole                                                        ,MO  ,Midwest,CK  ,Y,3482.11,81.14,3400.9700000000003
971,1362501,65347,Middle,58,50-59,2,F ,2,Rose                                                        ,Carrington                                                  ,CA  ,West,CK  ,Y,356.4,1.8,354.59999999999997
972,1362501,65347,Middle,58,50-59,2,F ,2,Rose                                                        ,Carrington                                                  ,CA  ,West,CC  ,Y,3232.19,47.2,3184.9900000000002
973,1362766,102286,Highest,56,50-59,2,F ,3,Susanne                                                     ,Elliot                                                      ,IL  ,Midwest,CK  ,Y,11266.7,4359.83,6906.870000000001
978,1363235,25827,Lower Middle,75,70-79,0,F ,2,Marjorie                                                    ,Bender                                                      ,TN  ,South,CK  ,Y,2887.85,1067.57,1820.28
983,1362562,63532,Middle,46,40-49,0,F ,1,Kimberly                                                    ,Raymond                                                     ,CA  ,West,CK  ,Y,7997.57,5521.65,2475.92
986,1362827,6228,Lowest,84,80-89,0,F ,2,Jackie                                                      ,Jiang                                                       ,NY  ,Northeast,CK  ,Y,2569.45,17.21,2552.24
987,1362827,6228,Lowest,84,80-89,0,F ,2,Jackie                                                      ,Jiang                                                       ,NY  ,Northeast,SV  ,Y,560.98,306.35,254.63
989,1362888,56266,Middle,44,40-49,5,M ,3,Frank                                                       ,Kirchmer                                                    ,OR  ,West,CC  ,Y,11394.66,6454.87,4939.79
990,1363296,7302,Lowest,19,19-29,0,F ,1,Hana                                                        ,O'Neil                                                      ,KS  ,Midwest,CK  ,Y,2505.07,1.55,2503.52
994,1363092,6809,Lowest,60,60-69,0,F ,1,Edith                                                       ,Costello                                                    ,AZ  ,West,CK  ,Y,171.8,38.2,133.60000000000002
996,1362480,50890,Middle,33,30-39,2,M ,2,Hans                                                        ,Beed                                                        ,NY  ,Northeast,CK  ,Y,331.85,86.86,244.99
1004,1363214,8345,Lowest,19,19-29,0,F ,1,Polly                                                       ,Sweetnam                                                    ,CA  ,West,CK  ,Y,4244.28,134.88,4109.4
1010,1362602,31496,Lower Middle,25,19-29,1,F ,3,Lily                                                        ,McKeighan                                                   ,CA  ,West,CC  ,Y,4826.62,1661.44,3165.18
1013,1362806,39382,Lower Middle,24,19-29,1,M ,3,Randy                                                       ,McCarthy                                                    ,IL  ,Midwest,SV  ,Y,1430.22,284.58,1145.64
1016,1363071,1565,Lowest,82,80-89,0,F ,2,Debbie                                                      ,Henderson                                                   ,TX  ,South,CK  ,Y,2606.9,175.42,2431.48
1019,1363275,17773,Lowest,37,30-39,3,F ,2,Julie                                                       ,Mealhouse                                                   ,MO  ,Midwest,CK  ,Y,229.67,46.55,183.12
1021,1363336,33905,Lower Middle,52,50-59,0,M ,2,Michel                                                      ,Pike                                                        ,MN  ,Midwest,SV  ,Y,241.37,126.05,115.32000000000001
1022,1363336,33905,Lower Middle,52,50-59,0,M ,2,Michel                                                      ,Pike                                                        ,MN  ,Midwest,CK  ,Y,4355.05,195.15,4159.900000000001
1023,1362663,29030,Lower Middle,44,40-49,0,M ,1,Arnie                                                       ,Paloutzian                                                  ,TX  ,South,CK  ,Y,246.42,92.92,153.5
1025,1362928,20691,Lowest,44,40-49,0,M ,1,Jeff                                                        ,Williams                                                    ,NY  ,Northeast,CK  ,Y,136.14,3.8,132.33999999999997
1026,1362928,20691,Lowest,44,40-49,0,M ,1,Jeff                                                        ,Williams                                                    ,NY  ,Northeast,CC  ,Y,949.02,596.11,352.90999999999997
1027,1362520,58377,Middle,49,40-49,4,F ,4,Heather                                                     ,Morton                                                      ,CA  ,West,CK  ,Y,579.16,333.11,246.04999999999995
1029,1363193,30989,Lower Middle,45,40-49,0,F ,1,Mayreen                                                     ,Mahlman                                                     ,NY  ,Northeast,CK  ,Y,4219.43,4048.98,170.45000000000027
1030,1363193,30989,Lower Middle,45,40-49,0,F ,1,Mayreen                                                     ,Mahlman                                                     ,NY  ,Northeast,CC  ,Y,1537.46,1442.0,95.46000000000004
1032,1363458,22025,Lowest,44,40-49,1,F ,2,Brenda                                                      ,King                                                        ,OR  ,West,CK  ,Y,285.41,2.5,282.91
1034,1363458,22025,Lowest,44,40-49,1,F ,2,Brenda                                                      ,King                                                        ,OR  ,West,SV  ,Y,215.86,160.66,55.20000000000002
1035,1362785,43582,Lower Middle,42,40-49,5,F ,2,Elsie                                                       ,Bailey                                                      ,MO  ,Midwest,SV  ,Y,349.7,337.9,11.800000000000011
1038,1363254,13317,Lowest,19,19-29,0,F ,1,Nora                                                        ,Green                                                       ,IL  ,Midwest,CC  ,Y,1039.87,31.04,1008.8299999999999
1039,1362642,6909,Lowest,54,50-59,2,F ,3,Wendy                                                       ,Hood                                                        ,NY  ,Northeast,CK  ,Y,131.46,112.61,18.85000000000001
1041,1362642,6909,Lowest,54,50-59,2,F ,3,Wendy                                                       ,Hood                                                        ,NY  ,Northeast,SV  ,Y,180.22,91.21,89.01
1042,1362703,26886,Lower Middle,34,30-39,0,F ,2,Christine                                                   ,Putnam                                                      ,CA  ,West,CC  ,Y,1237.86,947.81,290.04999999999995
1043,1362703,26886,Lower Middle,34,30-39,0,F ,2,Christine                                                   ,Putnam                                                      ,CA  ,West,SV  ,Y,7144.42,7144.39,0.02999999999974534
1044,1362703,26886,Lower Middle,34,30-39,0,F ,2,Christine                                                   ,Putnam                                                      ,CA  ,West,CK  ,Y,3649.18,107.33,3541.85
1049,1362968,17110,Lowest,68,60-69,0,F ,1,Nancy                                                       ,Hummel                                                      ,TX  ,South,SV  ,Y,795.43,510.19,285.23999999999995
1053,1362825,10234,Lowest,18,10-18,0,F ,1,Darlene                                                     ,Hills                                                       ,CA  ,West,SV  ,Y,175.22,50.77,124.44999999999999
1054,1363233,37438,Lower Middle,62,60-69,0,M ,2,Andy                                                        ,Lennan                                                      ,NY  ,Northeast,CK  ,Y,5230.56,313.6,4916.96
1059,1362682,29040,Lower Middle,32,30-39,1,M ,2,Dick                                                        ,Masina                                                      ,CA  ,West,CK  ,Y,4024.65,345.89,3678.76
1061,1362621,3303,Lowest,61,60-69,0,F ,3,Sally                                                       ,Yum                                                         ,AZ  ,West,CK  ,Y,2664.89,121.73,2543.16
1064,1363416,14769,Lowest,31,30-39,3,F ,2,Jessica                                                     ,Gant                                                        ,CA  ,West,CK  ,Y,211.24,5.68,205.56
1069,1363008,35117,Lower Middle,57,50-59,1,F ,2,Inge                                                        ,Winton                                                      ,CO  ,West,CK  ,Y,4914.54,23.16,4891.38
1071,1363355,13087,Lowest,22,19-29,0,M ,2,Thomas                                                      ,Milly                                                       ,MO  ,Midwest,CC  ,Y,2643.94,291.58,2352.36
1072,1363130,16238,Lowest,33,30-39,2,M ,4,Dan                                                         ,Gollwitzer                                                  ,KY  ,South,CK  ,Y,243.61,130.75,112.86000000000001
1073,1363130,16238,Lowest,33,30-39,2,M ,4,Dan                                                         ,Gollwitzer                                                  ,KY  ,South,CC  ,Y,1031.2,80.56,950.6400000000001
1074,1363130,16238,Lowest,33,30-39,2,M ,4,Dan                                                         ,Gollwitzer                                                  ,KY  ,South,SV  ,Y,122.54,68.7,53.84
1076,1362722,44196,Lower Middle,30,30-39,1,F ,2,Emma                                                        ,Marxen                                                      ,NY  ,Northeast,CK  ,Y,6217.18,696.51,5520.67
1079,1362743,11946,Lowest,60,60-69,0,F ,4,Debbie                                                      ,Lawrence                                                    ,TN  ,South,CK  ,Y,2516.33,1736.57,779.76
1083,1363212,9050,Lowest,65,60-69,0,F ,2,Joyce                                                       ,Keith                                                       ,OH  ,Midwest,CK  ,Y,201.12,16.9,184.22
1087,1362804,68039,Middle,48,40-49,0,M ,1,Kyle                                                        ,Antoun                                                      ,FL  ,South,CK  ,Y,8953.35,1315.0,7638.35
1088,1362804,68039,Middle,48,40-49,0,M ,1,Kyle                                                        ,Antoun                                                      ,FL  ,South,CC  ,Y,8951.9,682.34,8269.56
1094,1363313,19639,Lowest,25,19-29,1,F ,2,Linda                                                       ,Barnhart                                                    ,TX  ,South,CK  ,Y,170.09,10.42,159.67000000000002
1095,1363313,19639,Lowest,25,19-29,1,F ,2,Linda                                                       ,Barnhart                                                    ,TX  ,South,CC  ,Y,875.86,11.12,864.74
1105,1362926,6479,Lowest,65,60-69,0,F ,2,Mamie                                                       ,Pieper                                                      ,OH  ,Midwest,CK  ,Y,4216.03,3.39,4212.639999999999
1108,1363435,12307,Lowest,29,19-29,1,M ,2,Johnson                                                     ,Reddy                                                       ,TN  ,South,CK  ,Y,2606.3,329.74,2276.5600000000004
1112,1363395,14011,Lowest,29,19-29,2,F ,3,Minhhai                                                     ,Nishihara                                                   ,AZ  ,West,CK  ,Y,2555.08,1520.9,1034.1799999999998
1116,1362823,43381,Lower Middle,48,40-49,0,M ,1,Sonya                                                       ,Milby                                                       ,PA  ,Northeast,CK  ,Y,418.3,7.35,410.95
1126,1363048,43408,Lower Middle,40,40-49,4,F ,2,Mona                                                        ,Wollmann                                                    ,OK  ,South,CK  ,Y,403.5,274.93,128.57
1129,1362640,3726,Lowest,71,70-79,0,F ,2,Shelley                                                     ,Justice                                                     ,AZ  ,West,CC  ,Y,1452.79,751.28,701.51
1131,1363006,4366,Lowest,61,60-69,0,F ,2,Julie                                                       ,Flynn                                                       ,TX  ,South,CK  ,Y,2760.46,897.68,1862.7800000000002
1133,1363109,8997,Lowest,23,19-29,2,M ,2,Yuji                                                        ,Jacobsen                                                    ,TX  ,South,CK  ,Y,2278.58,41.35,2237.23
1134,1363475,24815,Lowest,32,30-39,2,M ,2,Peter                                                       ,Merritt                                                     ,OH  ,Midwest,CK  ,Y,403.91,136.95,266.96000000000004
1135,1363475,24815,Lowest,32,30-39,2,M ,2,Peter                                                       ,Merritt                                                     ,OH  ,Midwest,CC  ,Y,3502.43,727.2,2775.2299999999996
1136,1362905,11613,Lowest,39,30-39,2,F ,2,Rachel                                                      ,McLendon                                                    ,CA  ,West,CK  ,Y,2711.63,10.18,2701.4500000000003
1141,1363374,6132,Lowest,21,19-29,0,M ,1,Chris                                                       ,Hughes                                                      ,OH  ,Midwest,CK  ,Y,237.33,0.0,237.33
1147,1362966,11041,Lowest,83,80-89,0,F ,2,Amy                                                         ,Marshall                                                    ,TX  ,South,CK  ,Y,2299.22,63.32,2235.8999999999996
1148,1362966,11041,Lowest,83,80-89,0,F ,2,Amy                                                         ,Marshall                                                    ,TX  ,South,CC  ,Y,3100.57,1586.27,1514.3000000000002
1149,1362966,11041,Lowest,83,80-89,0,F ,2,Amy                                                         ,Marshall                                                    ,TX  ,South,SV  ,Y,174.49,124.13,50.360000000000014
1150,1363128,4187,Lowest,19,19-29,0,F ,1,Cheryl                                                      ,Paul                                                        ,VA  ,South,CK  ,Y,4142.57,3422.66,719.9099999999999
1153,1362619,32152,Lower Middle,32,30-39,0,F ,2,Becky                                                       ,Drake                                                       ,TX  ,South,CK  ,Y,4071.26,759.22,3312.04
1154,1362619,32152,Lower Middle,32,30-39,0,F ,2,Becky                                                       ,Drake                                                       ,TX  ,South,CC  ,Y,3866.7,0.0,3866.7
1156,1362720,18806,Lowest,19,19-29,0,M ,1,Dyan                                                        ,Schimmelpfennig                                             ,IL  ,Midwest,CK  ,Y,1074.16,216.74,857.4200000000001
1164,1362985,11485,Lowest,70,70-79,0,F ,2,Shelley                                                     ,Cole                                                        ,IN  ,Midwest,CK  ,Y,1067.03,65.82,1001.21
1165,1363353,39832,Lower Middle,58,50-59,0,M ,1,Ward                                                        ,Maresco                                                     ,IL  ,Midwest,CK  ,Y,4993.96,13.96,4980.0
1168,1363454,8120,Lowest,65,60-69,0,F ,4,Kitty                                                       ,Baker                                                       ,NY  ,Northeast,CK  ,Y,2503.81,312.45,2191.36
1169,1363454,8120,Lowest,65,60-69,0,F ,4,Kitty                                                       ,Baker                                                       ,NY  ,Northeast,CC  ,Y,2670.27,1336.4,1333.87
1174,1362577,86055,Upper Middle,50,50-59,2,M ,3,Edward                                                      ,Gins                                                        ,PA  ,Northeast,CK  ,Y,964.33,347.65,616.6800000000001
1176,1363414,25869,Lower Middle,54,50-59,1,F ,4,Vivian                                                      ,Quinn                                                       ,OH  ,Midwest,CK  ,Y,3292.84,2438.22,854.6200000000003
1177,1363414,25869,Lower Middle,54,50-59,1,F ,4,Vivian                                                      ,Quinn                                                       ,OH  ,Midwest,CC  ,Y,268.21,202.13,66.07999999999998
1179,1363046,9307,Lowest,41,40-49,0,F ,1,Josephine                                                   ,Ross                                                        ,CA  ,West,CK  ,Y,4107.57,520.05,3587.5199999999995
1182,1363210,19891,Lowest,70,70-79,0,M ,4,Roberto                                                     ,Hills                                                       ,LA  ,South,SV  ,Y,112.25,52.26,59.99
1183,1363210,19891,Lowest,70,70-79,0,M ,4,Roberto                                                     ,Hills                                                       ,LA  ,South,CK  ,Y,2042.38,121.53,1920.8500000000001
1184,1363311,54734,Middle,50,50-59,0,M ,2,Anthony                                                     ,Kemper                                                      ,CA  ,West,CK  ,Y,11017.13,968.46,10048.669999999998
1186,1363311,54734,Middle,50,50-59,0,M ,2,Anthony                                                     ,Kemper                                                      ,CA  ,West,SV  ,Y,636.72,299.67,337.05
1187,1363271,7467,Lowest,41,40-49,0,F ,1,Becky                                                       ,Huff                                                        ,TX  ,South,CK  ,Y,2725.91,876.19,1849.7199999999998
1188,1363271,7467,Lowest,41,40-49,0,F ,1,Becky                                                       ,Huff                                                        ,TX  ,South,CC  ,Y,1872.82,1179.95,692.8699999999999
1190,1362903,29570,Lower Middle,49,40-49,0,F ,1,Debby                                                       ,McCormick                                                   ,TX  ,South,CC  ,Y,1559.94,1500.0,59.940000000000055
1192,1363067,22721,Lowest,53,50-59,2,F ,2,Maggie                                                      ,Pauly                                                       ,IL  ,Midwest,CK  ,Y,238.18,0.0,238.18
1197,1363168,94123,Upper Middle,51,50-59,2,M ,2,Vuong                                                       ,Kaufmann                                                    ,IL  ,Midwest,CK  ,Y,12440.33,67.58,12372.75
1200,1362924,4804,Lowest,74,70-79,0,M ,2,Ed                                                          ,Osterberg                                                   ,MD  ,South,CK  ,Y,2593.78,0.0,2593.78
1202,1363433,6576,Lowest,45,40-49,0,M ,1,Eric                                                        ,Panfilov                                                    ,NM  ,West,CK  ,Y,2529.78,1155.25,1374.5300000000002
1203,1363433,6576,Lowest,45,40-49,0,M ,1,Eric                                                        ,Panfilov                                                    ,NM  ,West,CC  ,Y,579.32,0.0,579.32
1206,1362556,56088,Middle,46,40-49,0,M ,1,Bob                                                         ,McCracken                                                   ,NC  ,South,SV  ,Y,519.43,439.42,80.00999999999993
1208,1362516,29417,Lower Middle,33,30-39,3,M ,4,Ellis                                                       ,Carter                                                      ,OK  ,South,CK  ,Y,3791.17,3291.88,499.28999999999996
1211,1362781,31013,Lower Middle,31,30-39,0,M ,1,Carlo                                                       ,Morgan                                                      ,NC  ,South,CK  ,Y,420.27,269.82,150.45
1216,1362638,7008,Lowest,40,40-49,1,F ,4,Denise                                                      ,Koehler                                                     ,CA  ,West,CK  ,Y,125.81,0.0,125.81
1217,1362882,44071,Lower Middle,39,30-39,3,F ,2,Jacqueline                                                  ,Osterberg                                                   ,IL  ,Midwest,CK  ,Y,315.99,4.69,311.3
1218,1362882,44071,Lower Middle,39,30-39,3,F ,2,Jacqueline                                                  ,Osterberg                                                   ,IL  ,Midwest,CC  ,Y,2058.92,33.52,2025.4
1220,1363107,20184,Lowest,41,40-49,0,F ,1,Sandra                                                      ,Nash                                                        ,FL  ,South,CC  ,Y,478.51,89.15,389.36
1222,1362964,5779,Lowest,79,70-79,0,F ,2,Jan                                                         ,Bockler                                                     ,WI  ,Midwest,CK  ,Y,2173.35,621.41,1551.94
1227,1363147,20870,Lowest,48,40-49,5,F ,2,Margaret                                                    ,Satyanarayan                                                ,CA  ,West,SV  ,Y,2178.01,1152.38,1025.63
1228,1362760,43691,Lower Middle,68,60-69,0,M ,2,Jerry                                                       ,Song                                                        ,CA  ,West,CK  ,Y,6021.08,6.15,6014.93
1229,1363208,2701,Lowest,70,70-79,0,F ,2,Patti                                                       ,Garrison                                                    ,IL  ,Midwest,CK  ,Y,100.59,59.37,41.220000000000006
1232,1363229,7701,Lowest,25,19-29,1,M ,2,Hugh                                                        ,Navarre                                                     ,KY  ,South,SV  ,Y,541.97,536.08,5.889999999999986
1236,1362821,7826,Lowest,18,10-18,0,M ,1,Chris                                                       ,Eggerman                                                    ,IL  ,Midwest,CK  ,Y,2652.36,994.79,1657.5700000000002
1237,1362821,7826,Lowest,18,10-18,0,M ,1,Chris                                                       ,Eggerman                                                    ,IL  ,Midwest,CC  ,Y,967.86,0.0,967.86
1239,1362617,13781,Lowest,50,50-59,0,F ,2,Daniel                                                      ,Levy                                                        ,AZ  ,West,CK  ,Y,237.72,53.6,184.12
1246,1362718,50980,Middle,51,50-59,1,M ,2,Earick                                                      ,Schimmelpfennig                                             ,IL  ,Midwest,CC  ,Y,1928.33,78.8,1849.53
1248,1362535,26548,Lower Middle,46,40-49,4,F ,4,Kyle                                                        ,Sarabia                                                     ,NY  ,Northeast,CC  ,Y,204.27,0.0,204.27
1254,1363452,20926,Lowest,70,70-79,0,M ,4,Ronald                                                      ,Marsicano                                                   ,NY  ,Northeast,SV  ,Y,2423.96,1874.79,549.1700000000001
1255,1362657,27946,Lower Middle,39,30-39,0,F ,1,Renee                                                       ,Helfer                                                      ,CA  ,West,CK  ,Y,148.78,22.1,126.68
1258,1363126,58749,Middle,50,50-59,2,F ,2,Connie                                                      ,Paul                                                        ,VA  ,South,CK  ,Y,8095.47,2541.96,5553.51
1262,1363391,15744,Lowest,50,50-59,2,F ,2,Annavictoria                                                ,Insko                                                       ,NY  ,Northeast,CK  ,Y,232.72,17.91,214.81
1263,1362697,5848,Lowest,83,80-89,0,F ,1,Carolyn                                                     ,Larsen                                                      ,FL  ,South,CK  ,Y,2686.03,11.38,2674.65
1265,1362697,5848,Lowest,83,80-89,0,F ,1,Carolyn                                                     ,Larsen                                                      ,FL  ,South,SV  ,Y,598.02,596.47,1.5499999999999545
1269,1362758,11982,Lowest,33,30-39,0,F ,1,June                                                        ,Klindt                                                      ,TN  ,South,CK  ,Y,2578.51,407.32,2171.19
1270,1362636,10250,Lowest,69,60-69,0,M ,1,Carl                                                        ,Mathews                                                     ,DC  ,South,CK  ,Y,2676.3,19.2,2657.1000000000004
1271,1362636,10250,Lowest,69,60-69,0,M ,1,Carl                                                        ,Mathews                                                     ,DC  ,South,CC  ,Y,1038.96,1000.0,38.960000000000036
1276,1363492,142274,Highest,54,50-59,0,M ,3,Erin                                                        ,Cusmano                                                     ,TX  ,South,CK  ,Y,1350.61,106.14,1244.4699999999998
1284,1363288,41064,Lower Middle,55,50-59,1,F ,2,Veronica                                                    ,Quine                                                       ,CA  ,West,SV  ,Y,1049.82,244.85,804.9699999999999
1287,1362737,43710,Lower Middle,31,30-39,2,F ,3,Diana                                                       ,Baird                                                       ,NY  ,Northeast,CK  ,Y,690.88,195.13,495.75
1289,1363084,34791,Lower Middle,52,50-59,2,F ,2,Clara                                                       ,Garcon                                                      ,OK  ,South,CK  ,Y,4473.55,1909.09,2564.46
1293,1363471,30015,Lower Middle,30,30-39,2,M ,2,Norm                                                        ,Moxim                                                       ,FL  ,South,CK  ,Y,204.13,153.91,50.22
1296,1363145,6390,Lowest,41,40-49,0,M ,2,Kyeung-Chul                                                 ,Gavin                                                       ,NJ  ,Northeast,CK  ,Y,186.89,168.44,18.44999999999999
1298,1362594,69205,Middle,53,50-59,2,M ,2,Quinn                                                       ,Lanzante                                                    ,TX  ,South,CK  ,Y,14213.05,4418.79,9794.259999999998
1301,1362941,18377,Lowest,36,30-39,2,F ,2,Alice                                                       ,Russell                                                     ,TX  ,South,CK  ,Y,323.06,4.54,318.52
1304,1363410,28518,Lower Middle,31,30-39,2,M ,3,Edwin                                                       ,Bender                                                      ,AZ  ,West,CK  ,Y,3584.44,8.13,3576.31
1312,1362920,5781,Lowest,80,80-89,0,F ,1,Claudia                                                     ,Harrison                                                    ,PA  ,Northeast,CK  ,Y,2717.13,1297.06,1420.0700000000002
1315,1363267,84184,Upper Middle,37,30-39,0,M ,1,Andy                                                        ,Jordan                                                      ,TX  ,South,CK  ,Y,1088.96,612.74,476.22
1319,1363389,1814,Lowest,18,10-18,0,F ,1,Darrin                                                      ,Funke                                                       ,MI  ,Midwest,SV  ,Y,719.95,177.4,542.5500000000001
1320,1363389,1814,Lowest,18,10-18,0,F ,1,Darrin                                                      ,Funke                                                       ,MI  ,Midwest,CK  ,Y,2580.12,300.18,2279.94
1323,1362512,15432,Lowest,62,60-69,0,F ,1,Vivian                                                      ,Gay                                                         ,CA  ,West,CK  ,Y,2806.97,1295.93,1511.0399999999997
1327,1362777,21746,Lowest,30,30-39,3,F ,4,Francine                                                    ,Johnson                                                     ,CA  ,West,SV  ,Y,327.1,29.46,297.64000000000004
1329,1362573,40798,Lower Middle,36,30-39,2,M ,2,Carlo                                                       ,Lerma                                                       ,NY  ,Northeast,SV  ,Y,10712.86,10399.11,313.75
1330,1362573,40798,Lower Middle,36,30-39,2,M ,2,Carlo                                                       ,Lerma                                                       ,NY  ,Northeast,CK  ,Y,5292.05,1045.47,4246.58
1331,1363450,4859,Lowest,29,19-29,1,F ,4,Jill                                                        ,Conroy                                                      ,CA  ,West,CK  ,Y,223.78,210.73,13.050000000000011
1336,1363307,2684,Lowest,26,19-29,0,F ,1,Rita                                                        ,Conway                                                      ,IL  ,Midwest,CC  ,Y,2484.57,1199.3,1285.2700000000002
1338,1363307,2684,Lowest,26,19-29,0,F ,1,Rita                                                        ,Conway                                                      ,IL  ,Midwest,CK  ,Y,2763.73,314.27,2449.46
1339,1363164,24300,Lowest,47,40-49,0,M ,1,Fred                                                        ,See                                                         ,NY  ,Northeast,CK  ,Y,315.15,312.13,3.019999999999982
1342,1363103,44307,Lower Middle,33,30-39,3,M ,2,Ali                                                         ,Hemler                                                      ,CA  ,West,CK  ,Y,601.02,29.87,571.15
1352,1363082,36464,Lower Middle,32,30-39,0,M ,1,Rich                                                        ,Harrold                                                     ,TX  ,South,CK  ,Y,5042.95,314.35,4728.599999999999
1354,1362552,8005,Lowest,33,30-39,2,F ,3,Angela                                                      ,Atkinson                                                    ,CA  ,West,CK  ,Y,213.03,7.42,205.61
1362,1363286,8423,Lowest,38,30-39,0,F ,2,Judith                                                      ,Michael                                                     ,OH  ,Midwest,CK  ,Y,2524.17,51.57,2472.6
1364,1362939,47267,Lower Middle,54,50-59,1,M ,4,Kevin                                                       ,Woolf                                                       ,NY  ,Northeast,CC  ,Y,5484.95,772.03,4712.92
1365,1362939,47267,Lower Middle,54,50-59,1,M ,4,Kevin                                                       ,Woolf                                                       ,NY  ,Northeast,SV  ,Y,1637.19,1173.89,463.29999999999995
1368,1362735,16986,Lowest,40,40-49,0,F ,1,Lillian                                                     ,Carrington                                                  ,NJ  ,Northeast,CK  ,Y,2802.42,84.65,2717.77
1375,1362531,44742,Lower Middle,31,30-39,2,F ,2,Cinda                                                       ,Mennel                                                      ,IL  ,Midwest,CK  ,Y,5717.74,2290.23,3427.5099999999998
1381,1362592,65024,Middle,43,40-49,0,F ,2,Colin                                                       ,Reynolds                                                    ,OH  ,Midwest,CK  ,Y,922.69,343.51,579.1800000000001
1383,1363265,24843,Lowest,61,60-69,0,M ,2,Drew                                                        ,Hoyer                                                       ,NY  ,Northeast,CK  ,Y,3270.92,805.19,2465.73
1389,1362857,8088,Lowest,84,80-89,0,M ,1,Mahesh                                                      ,Besecker                                                    ,WI  ,Midwest,SV  ,Y,659.39,196.62,462.77
1390,1362857,8088,Lowest,84,80-89,0,M ,1,Mahesh                                                      ,Besecker                                                    ,WI  ,Midwest,CK  ,Y,101.4,7.47,93.93
1392,1362918,17174,Lowest,81,80-89,0,M ,2,Walter                                                      ,Gavin                                                       ,CA  ,West,CK  ,Y,278.13,142.87,135.26
1394,1362918,17174,Lowest,81,80-89,0,M ,2,Walter                                                      ,Gavin                                                       ,CA  ,West,SV  ,Y,318.67,270.7,47.97000000000003
1399,1363387,4247,Lowest,55,50-59,1,F ,2,Tammy                                                       ,Funke                                                       ,MI  ,Midwest,SV  ,Y,164.19,110.52,53.67
1401,1363183,46870,Lower Middle,59,50-59,0,M ,2,Bill                                                        ,Madden                                                      ,CA  ,West,CK  ,Y,6161.04,279.72,5881.32
1402,1362510,10800,Lowest,89,80-89,0,F ,2,Lynn                                                        ,Larson                                                      ,IN  ,Midwest,CK  ,Y,2812.23,222.56,2589.67
1410,1363040,38803,Lower Middle,41,40-49,2,M ,2,Richard                                                     ,Cooper                                                      ,NY  ,Northeast,SV  ,Y,459.1,37.27,421.83000000000004
1411,1362571,6108,Lowest,19,19-29,0,M ,1,Rolf                                                        ,Lawrence                                                    ,NM  ,West,SV  ,Y,2053.57,1741.09,312.48000000000025
1414,1362632,49863,Lower Middle,55,50-59,0,M ,2,David                                                       ,MacMullen                                                   ,TX  ,South,CK  ,Y,6813.85,39.58,6774.27
1417,1362836,5920,Lowest,66,60-69,0,F ,3,Jane                                                        ,McConahay                                                   ,TN  ,South,CK  ,Y,220.22,7.72,212.5
1419,1363305,23731,Lowest,22,19-29,0,M ,2,Les                                                         ,Petersen                                                    ,AZ  ,West,CK  ,Y,315.42,31.9,283.52000000000004
1423,1362489,55888,Middle,35,30-39,2,F ,3,Inge                                                        ,Cassidy                                                     ,TN  ,South,CK  ,Y,833.4,125.43,707.97
1425,1362489,55888,Middle,35,30-39,2,F ,3,Inge                                                        ,Cassidy                                                     ,TN  ,South,SV  ,Y,760.24,373.65,386.59000000000003
1426,1362693,2620,Lowest,22,19-29,0,M ,1,Doug                                                        ,Rebelo                                                      ,PA  ,Northeast,CK  ,Y,2597.86,659.45,1938.41
1428,1362693,2620,Lowest,22,19-29,0,M ,1,Doug                                                        ,Rebelo                                                      ,PA  ,Northeast,SV  ,Y,167.24,10.34,156.9
1429,1362754,12158,Lowest,35,30-39,3,F ,4,Sue                                                         ,Perkins                                                     ,CA  ,West,CK  ,Y,2611.38,68.84,2542.54
1430,1362754,12158,Lowest,35,30-39,3,F ,4,Sue                                                         ,Perkins                                                     ,CA  ,West,CC  ,Y,74.35,0.0,74.35
